,CustomerKey,GeographyKey,Fullname,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned
11420,17333,682,Ryan Washington,06/06/1976,M,M,40000,0,0,High School,Skilled Manual,1,2
11421,17334,584,Jaime Jimenez,12/06/1980,M,F,30000,0,0,High School,Skilled Manual,0,2
11422,17335,442,Marco Tanara,17/11/1980,S,F,30000,0,0,High School,Skilled Manual,1,2
11423,17336,470,Rebekah Srini,22/09/1980,M,F,30000,0,0,High School,Skilled Manual,0,2
11424,17337,508,Edward Martin,08/03/1980,M,M,40000,0,0,High School,Skilled Manual,1,2
11425,17338,523,Melissa Bennett,15/11/1980,M,F,40000,0,0,High School,Skilled Manual,1,2
11426,17339,679,Kristi Vance,05/03/1937,M,F,30000,2,0,Partial College,Clerical,0,2
11427,17340,566,Sean Edwards,22/07/1978,S,M,40000,0,0,High School,Skilled Manual,0,2
11428,17341,691,Lucas Butler,06/10/1978,S,M,40000,0,0,High School,Skilled Manual,0,2
11429,17342,562,Jeremy Wilson,03/09/1978,S,M,40000,0,0,High School,Skilled Manual,1,2
11430,17343,490,Brianna Murphy,15/01/1978,M,F,40000,0,0,High School,Skilled Manual,1,2
11431,17344,677,Shelby Morgan,07/12/1977,S,F,30000,0,0,Partial High School,Clerical,0,2
11432,17345,430,Alvin Zhu,23/10/1977,S,M,30000,0,0,Partial High School,Clerical,0,2
11433,17346,470,Diana Serrano,24/12/1977,M,F,40000,0,0,High School,Skilled Manual,1,2
11434,17347,701,Eduardo Russell,04/06/1979,S,M,30000,0,0,Partial High School,Clerical,0,2
11435,17348,583,Latoya Anand,11/09/1979,S,F,40000,0,0,High School,Skilled Manual,0,2
11436,17349,669,Nichole Jai,05/04/1939,S,F,40000,2,0,Bachellors,Management,1,2
11437,17350,692,Kristi Vazquez,21/02/1939,S,F,40000,2,0,Bachellors,Management,0,2
11438,17351,568,Alisha Holt,23/03/1939,S,F,60000,2,0,Graduate Degree,Management,0,1
11439,17352,692,Donald Rodriguez,13/07/1940,M,M,40000,2,0,Bachellors,Management,1,2
11440,17353,468,Meghan Sanz,09/06/1943,S,F,40000,2,0,Bachellors,Management,0,2
11441,17354,478,Summer Kapoor,14/01/1943,S,F,40000,2,0,Bachellors,Management,0,2
11442,17355,490,Ian Wilson,22/06/1965,S,M,40000,0,0,Bachellors,Professional,0,1
11443,17356,707,Carlos James,14/09/1965,S,M,40000,0,0,Bachellors,Professional,1,1
11444,17357,643,Blake Gonzalez,01/03/1965,M,M,50000,3,3,Bachellors,Skilled Manual,1,1
11445,17358,671,Danielle Howard,10/02/1965,S,F,50000,3,3,Bachellors,Skilled Manual,0,1
11446,17359,445,Austin Powell,02/06/1965,M,M,50000,3,3,Bachellors,Skilled Manual,1,2
11447,17360,550,Madison Anderson,18/07/1965,M,F,50000,3,3,Bachellors,Skilled Manual,1,2
11448,17361,667,Isaiah Adams,03/07/1965,M,M,50000,4,4,Bachellors,Skilled Manual,1,2
11449,17362,642,Kayla Wilson,26/09/1965,M,F,60000,0,0,Graduate Degree,Professional,0,0
11450,17363,670,Kaylee Sanchez,13/05/1965,S,F,60000,0,0,Graduate Degree,Professional,0,1
11451,17364,695,Savannah Travers,19/02/1965,S,F,60000,0,0,Graduate Degree,Professional,0,1
11452,17365,529,Alison Nara,02/09/1968,M,F,40000,0,0,Graduate Degree,Clerical,1,0
11453,17366,506,Stacey Zhao,06/11/1968,M,F,40000,0,0,Graduate Degree,Clerical,1,0
11454,17367,608,Dalton Rivera,14/05/1967,S,M,10000,3,3,High School,Manual,1,1
11455,17368,447,Jerome Johnsen,11/03/1967,S,M,20000,1,1,Partial College,Manual,0,1
11456,17369,540,Fernando Butler,20/04/1967,S,M,20000,1,1,Partial College,Manual,0,1
11457,17370,586,Carolyn Moreno,09/11/1967,S,F,20000,1,1,High School,Manual,1,1
11458,17371,506,Eddie Gutierrez,10/05/1967,S,M,30000,1,1,Bachellors,Clerical,0,0
11459,17372,506,Mandy Liang,14/05/1967,S,F,30000,1,1,Bachellors,Clerical,0,0
11460,17373,481,Vincent Hu,14/11/1967,S,M,30000,1,1,Bachellors,Clerical,0,0
11461,17374,529,Shane Lopez,25/09/1966,S,M,10000,4,4,Partial High School,Manual,0,2
11462,17375,662,Ruben Vance,15/02/1966,M,M,10000,4,4,Partial High School,Manual,1,2
11463,17376,506,Kathleen Diaz,11/11/1966,S,F,20000,1,1,High School,Manual,0,1
11464,17377,542,Eugene Chen,08/10/1967,S,M,40000,0,0,Bachellors,Clerical,0,0
11465,17378,449,Walter Ortega,04/07/1967,M,M,40000,0,0,Bachellors,Clerical,0,0
11466,17379,476,Sara Sanchez,06/09/1966,S,F,20000,2,2,High School,Manual,0,0
11467,17380,616,Edgar Rana,04/03/1966,M,M,30000,1,1,Bachellors,Skilled Manual,1,2
11468,17381,524,Lindsay Goel,04/02/1965,S,F,10000,5,3,Partial High School,Manual,0,2
11469,17382,586,Cedric Tang,24/04/1965,S,M,20000,2,2,High School,Manual,0,0
11470,17383,496,Roberto Ortega,03/10/1965,M,M,20000,2,2,High School,Manual,1,0
11471,17384,662,Lacey Zhou,27/11/1965,S,F,20000,2,2,High School,Manual,1,1
11472,17385,650,Tamara Xie,05/04/1965,M,F,30000,1,1,Bachellors,Skilled Manual,1,2
11473,17386,529,Cassie Deng,19/03/1965,M,F,30000,1,1,Bachellors,Skilled Manual,1,2
11474,17387,506,Sergio Subram,20/03/1964,M,M,10000,5,2,Partial High School,Manual,1,1
11475,17388,698,Roberto Alvarez,09/03/1964,M,M,10000,5,2,Partial High School,Manual,1,1
11476,17389,555,Sheila Rowe,02/10/1964,S,F,10000,3,2,Partial High School,Manual,1,1
11477,17390,528,Rachael Martinez,18/12/1964,S,F,20000,3,3,High School,Manual,0,0
11478,17391,615,Frederick Suri,02/04/1964,S,M,20000,3,3,High School,Manual,0,1
11479,17392,529,Monique Jimenez,17/09/1964,M,F,30000,1,1,Bachellors,Skilled Manual,0,2
11480,17393,485,Luke Green,20/06/1933,M,M,30000,1,0,Bachellors,Skilled Manual,1,1
11481,17394,621,Ramon Zheng,07/07/1966,S,M,40000,0,0,Bachellors,Professional,1,0
11482,17395,661,Alisha Zhang,03/04/1966,M,F,40000,0,0,Bachellors,Professional,0,0
11483,17396,524,Shannon Dominguez,28/12/1966,S,M,40000,0,0,Bachellors,Professional,0,0
11484,17397,662,Rebekah Munoz,20/08/1966,S,F,40000,0,0,Bachellors,Professional,1,0
11485,17398,666,Cynthia Rana,06/11/1966,M,F,40000,0,0,Bachellors,Professional,0,0
11486,17399,530,Shawn Lal,05/02/1963,S,M,30000,2,2,Partial College,Clerical,0,0
11487,17400,506,Dale Deng,19/07/1963,M,M,30000,2,2,Partial College,Clerical,1,0
11488,17401,586,Cedric Anand,23/02/1963,S,M,30000,2,2,Partial College,Clerical,1,0
11489,17402,624,Maria Alexander,04/12/1965,S,F,30000,2,2,Partial College,Clerical,1,1
11490,17403,529,Kristin Kumar,26/05/1965,S,F,30000,2,2,Partial College,Clerical,0,1
11491,17404,506,Jaclyn Sharma,17/09/1965,M,F,40000,1,0,Bachellors,Skilled Manual,1,0
11492,17405,595,Whitney Raman,13/05/1964,M,F,30000,2,2,Partial College,Clerical,1,2
11493,17406,635,Erick Malhotra,04/10/1964,M,M,40000,1,0,Bachellors,Skilled Manual,1,0
11494,17407,503,Gerald Srini,23/03/1963,M,M,30000,2,2,Partial College,Clerical,1,2
11495,17408,702,Emma Miller,28/10/1963,S,F,30000,3,3,Partial College,Clerical,0,0
11496,17409,426,Tasha Lal,12/10/1978,S,F,20000,0,0,High School,Manual,0,1
11497,17410,586,Bonnie Rai,15/09/1977,M,F,20000,0,0,High School,Manual,0,1
11498,17411,439,Cheryl Gill,21/04/1977,M,F,20000,0,0,High School,Manual,0,1
11499,17412,506,Jay Rodriguez,16/06/1977,S,M,20000,0,0,High School,Manual,1,1
11500,17413,543,Walter Vazquez,08/08/1977,S,M,20000,0,0,High School,Manual,0,1
11501,17414,485,Dalton Martinez,12/03/1976,M,M,10000,0,0,Partial High School,Manual,1,2
11502,17415,657,Bradley Luo,20/06/1978,S,M,30000,3,3,Partial College,Clerical,0,2
11503,17416,447,Melissa Rogers,20/12/1963,M,F,40000,1,0,Bachellors,Skilled Manual,1,0
11504,17417,572,Roger Black,20/12/1963,M,M,40000,1,0,Bachellors,Skilled Manual,1,0
11505,17418,447,Ashlee Lal,18/08/1962,M,F,40000,1,0,Bachellors,Skilled Manual,1,0
11506,17419,529,Kelli Zhu,24/02/1962,M,F,40000,1,0,Bachellors,Skilled Manual,1,0
11507,17420,503,Cheryl Suarez,14/02/1962,M,F,40000,1,0,Bachellors,Skilled Manual,1,1
11508,17421,545,Tracy Chapman,10/09/1962,M,F,40000,1,0,Bachellors,Skilled Manual,1,1
11509,17422,639,Monica Gonzalez,15/08/1978,S,F,30000,3,3,Partial College,Clerical,0,4
11510,17423,528,Joy Moyer,06/07/1977,S,F,30000,5,5,Partial College,Clerical,0,3
11511,17424,747,Victor Ortega,22/11/1977,S,M,30000,0,0,Partial College,Clerical,0,1
11512,17425,439,Neil Romero,20/01/1977,S,M,30000,0,0,Partial College,Clerical,0,1
11513,17426,497,Gilbert Nara,21/09/1977,S,M,30000,0,0,Partial College,Clerical,1,1
11514,17427,506,Melvin Xie,18/08/1977,S,M,30000,0,0,Partial College,Clerical,0,1
11515,17428,506,Yolanda Deng,10/04/1977,S,F,30000,0,0,Partial College,Clerical,0,1
11516,17429,659,Ebony Alvarez,09/06/1977,S,F,30000,0,0,Partial College,Clerical,1,1
11517,17430,650,Devin Bell,09/07/1976,S,M,20000,0,0,High School,Manual,0,1
11518,17431,515,Armando Suarez,02/06/1975,M,M,10000,0,0,Partial High School,Manual,1,2
11519,17432,650,Tyrone Sanz,23/11/1975,M,M,10000,0,0,Partial High School,Manual,0,2
11520,17433,662,Bruce Carlson,24/06/1975,S,M,20000,0,0,High School,Manual,0,1
11521,17434,529,Deborah Shen,25/05/1976,S,F,20000,0,0,High School,Manual,0,1
11522,17435,482,Brian Lauer,02/02/1976,S,M,30000,0,0,Partial College,Clerical,1,1
11523,17436,533,Edwin Liu,11/04/1976,M,M,30000,0,0,Partial College,Clerical,0,1
11524,17437,506,Derrick Carlson,01/06/1976,S,M,30000,0,0,Partial College,Clerical,0,1
11525,17438,659,Mary Smith,14/05/1976,S,F,30000,0,0,Partial College,Clerical,1,1
11526,17439,567,Heidi Sanchez,02/07/1976,S,F,30000,0,0,Partial College,Clerical,0,1
11527,17440,525,Olivia Gray,12/11/1975,S,F,20000,0,0,Partial High School,Manual,0,1
11528,17441,650,Allison Ramirez,05/06/1975,S,F,20000,0,0,Partial High School,Manual,1,1
11529,17442,702,Peter Nath,16/10/1974,S,M,10000,0,0,Partial High School,Manual,0,2
11530,17443,615,Phillip Prasad,11/05/1974,S,M,20000,0,0,Partial High School,Manual,0,2
11531,17444,615,Alfredo Dominguez,18/12/1975,S,M,30000,0,0,Partial College,Clerical,0,1
11532,17445,564,Pedro Sai,19/11/1975,S,M,30000,0,0,Partial College,Clerical,0,1
11533,17446,590,Shaun She,19/12/1975,S,M,30000,0,0,Partial College,Clerical,0,1
11534,17447,705,Mayra Subram,04/06/1975,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
11535,17448,476,Dalton Walker,06/05/1973,S,M,10000,0,0,Partial High School,Manual,1,2
11536,17449,485,Katherine Campbell,11/05/1973,M,F,10000,0,0,Partial High School,Manual,1,2
11537,17450,661,Jarred Gill,10/01/1970,M,M,10000,0,0,Graduate Degree,Manual,1,0
11538,17451,674,Nelson Martin,14/02/1962,S,M,10000,1,0,Bachellors,Manual,0,0
11539,17452,486,Nichole Chander,04/08/1962,M,F,20000,1,0,Graduate Degree,Manual,0,0
11540,17453,545,Alexandra Young,03/11/1961,S,F,10000,1,0,Bachellors,Manual,0,0
11541,17454,437,Valerie Lin,09/01/1961,M,F,10000,1,0,Bachellors,Manual,1,0
11542,17455,626,Shawna Simpson,09/05/1961,M,F,10000,1,0,Bachellors,Manual,1,0
11543,17456,474,Raymond Sara,06/06/1961,M,M,10000,1,0,Bachellors,Manual,0,0
11544,17457,672,Todd Xu,21/06/1961,M,M,20000,1,0,Graduate Degree,Clerical,1,0
11545,17458,435,Bruce Gonzalez,01/10/1935,S,M,10000,1,0,Graduate Degree,Clerical,0,0
11546,17459,504,Casey She,09/06/1962,S,F,30000,4,0,Graduate Degree,Clerical,1,0
11547,17460,426,Dana Mu̱oz,14/05/1958,M,F,20000,1,0,Graduate Degree,Clerical,0,0
11548,17461,624,Nathan Powell,04/06/1958,M,M,20000,1,0,Bachellors,Manual,1,0
11549,17462,623,Joe Dominguez,17/09/1957,M,M,10000,1,0,Partial College,Manual,1,0
11550,17463,476,Kendra Serrano,22/03/1957,M,F,10000,1,0,Partial College,Manual,0,0
11551,17464,676,Emmanuel Arun,13/06/1957,S,M,10000,1,0,Partial College,Manual,1,0
11552,17465,529,Eddie Hernandez,11/05/1956,M,M,10000,2,0,Partial College,Manual,1,0
11553,17466,590,Wendy Serrano,17/09/1956,M,F,20000,1,0,Bachellors,Clerical,1,0
11554,17467,539,Marco Chandra,21/09/1956,S,M,20000,1,0,Bachellors,Clerical,1,0
11555,17468,662,Tasha Tang,12/02/1955,M,F,10000,2,0,Partial College,Manual,1,0
11556,17469,498,Melody Harrison,01/03/1955,M,F,10000,2,0,Partial College,Manual,1,0
11557,17470,576,Morgan Green,04/04/1955,M,F,10000,2,0,Partial College,Manual,1,0
11558,17471,524,Tamara Tang,19/02/1954,M,F,10000,2,0,Partial College,Manual,0,1
11559,17472,539,Phillip Sullivan,24/08/1954,S,M,10000,2,0,Partial College,Manual,0,1
11560,17473,474,Kellie Ramos,14/07/1938,M,F,20000,1,0,Bachellors,Clerical,1,0
11561,17474,666,Bruce Rodriguez,24/10/1939,S,M,20000,1,0,Bachellors,Clerical,0,0
11562,17475,638,Terrence Nara,22/07/1940,S,M,20000,1,0,Bachellors,Clerical,1,0
11563,17476,624,Bruce Ramos,11/06/1941,S,M,10000,2,0,Partial College,Manual,0,1
11564,17477,529,Bradley Xie,12/10/1941,S,M,10000,2,0,Partial College,Manual,0,1
11565,17478,506,Kenneth Tang,03/09/1941,M,M,30000,1,0,Bachellors,Clerical,1,0
11566,17479,650,Riley Long,16/10/1943,S,F,10000,3,0,Partial College,Manual,1,1
11567,17480,669,Marvin Gomez,07/06/1980,S,M,10000,0,0,Partial College,Manual,0,1
11568,17481,648,Arthur Vazquez,28/08/1980,S,M,10000,0,0,Partial College,Manual,1,1
11569,17482,553,Kristine Moreno,15/01/1979,M,F,10000,0,0,Partial College,Manual,1,1
11570,17483,596,Jaime She,06/02/1978,S,M,10000,0,0,Partial College,Manual,0,1
11571,17484,531,Tara Raje,24/04/1976,S,F,10000,1,1,High School,Manual,1,0
11572,17485,561,Harold Raman,13/09/1979,M,M,20000,0,0,Bachellors,Clerical,0,0
11573,17486,613,Bianca Wu,02/02/1978,S,F,20000,0,0,Bachellors,Clerical,1,0
11574,17487,699,Rebekah Chandra,08/10/1978,M,F,20000,0,0,Bachellors,Clerical,0,0
11575,17488,549,Gerald Gill,03/10/1978,S,M,20000,0,0,Bachellors,Clerical,1,0
11576,17489,656,Reginald Travers,06/11/1977,S,M,20000,0,0,Partial College,Manual,1,0
11577,17490,683,Jeffery Zhu,27/08/1943,S,M,20000,2,0,Partial College,Manual,0,1
11578,17491,640,Krista Ramos,21/09/1943,S,F,20000,2,0,Partial College,Manual,0,1
11579,17492,529,Cassie Jai,22/04/1961,S,F,20000,1,1,Partial College,Manual,0,0
11580,17493,702,Bethany Tang,07/05/1961,M,F,30000,4,0,Graduate Degree,Clerical,0,0
11581,17494,662,Morgan Wilson,21/11/1961,M,F,30000,4,0,Graduate Degree,Clerical,1,0
11582,17495,640,Ross Martinez,26/10/1961,S,M,30000,4,0,Graduate Degree,Clerical,0,0
11583,17496,476,Catherine Morgan,19/11/1960,S,F,10000,1,1,High School,Manual,0,1
11584,17497,657,Adam Shan,08/08/1960,S,M,10000,1,1,High School,Manual,1,1
11585,17498,683,Alvin Yang,11/09/1960,S,M,20000,1,1,Partial College,Manual,0,0
11586,17499,563,Tabitha Ruiz,11/04/1959,S,F,10000,1,1,High School,Manual,0,1
11587,17500,586,Lydia Srini,07/12/1959,S,F,20000,2,0,Partial College,Manual,1,1
11588,17501,586,Jermaine Gonzalez,16/11/1959,S,M,20000,2,0,Partial College,Manual,0,1
11589,17502,590,Gerald Perez,04/09/1959,S,M,20000,2,0,Partial College,Manual,0,1
11590,17503,623,Dominique Jordan,11/10/1959,S,F,20000,2,0,Partial College,Manual,0,1
11591,17504,659,Jay Sanz,09/10/1959,S,M,30000,3,0,Graduate Degree,Clerical,1,0
11592,17505,529,Reginald Gomez,25/09/1958,S,M,20000,2,0,Partial College,Manual,0,1
11593,17506,635,Barbara Xie,08/03/1958,M,F,30000,1,0,Graduate Degree,Clerical,0,0
11594,17507,503,Ruth Schmidt,04/11/1960,S,F,40000,3,0,Graduate Degree,Clerical,1,0
11595,17508,491,Deanna Suri,08/06/1959,M,F,30000,3,0,Bachellors,Clerical,1,0
11596,17509,532,Jaime Romero,17/10/1959,M,F,30000,0,0,Bachellors,Clerical,1,0
11597,17510,623,Audrey Diaz,19/02/1959,S,F,30000,0,0,Bachellors,Clerical,1,0
11598,17511,543,Gregory Andersen,23/03/1959,S,M,30000,0,0,Bachellors,Clerical,1,0
11599,17512,485,Chase Rivera,17/03/1970,S,M,20000,0,0,Partial College,Manual,0,1
11600,17513,529,Dwayne Alonso,12/11/1970,S,M,20000,0,0,Partial College,Manual,0,1
11601,17514,483,Molly Fernandez,24/07/1970,M,F,20000,0,0,Partial College,Manual,0,1
11602,17515,503,Lisa Chen,11/06/1969,S,F,10000,2,2,High School,Manual,0,0
11603,17516,506,Tony Lal,27/12/1969,M,M,10000,2,2,High School,Manual,1,0
11604,17517,506,Vincent Lin,13/04/1970,S,M,30000,0,0,Bachellors,Clerical,0,0
11605,17518,498,Troy Gonzalez,26/07/1969,S,M,20000,0,0,Partial College,Manual,0,1
11606,17519,483,Tammy Sanchez,17/11/1969,S,F,30000,0,0,Bachellors,Clerical,0,0
11607,17520,615,J̩sus Ramos,15/10/1969,M,M,30000,1,0,Bachellors,Clerical,1,0
11608,17521,504,Susan Liang,05/04/1969,M,F,40000,0,0,Graduate Degree,Clerical,1,0
11609,17522,747,Bradley Tang,15/09/1969,S,M,40000,0,0,Graduate Degree,Clerical,0,0
11610,17523,556,Rosa Ma,07/07/1969,M,F,60000,0,0,Graduate Degree,Skilled Manual,1,0
11611,17524,608,Charles James,09/01/1969,S,M,60000,0,0,Graduate Degree,Skilled Manual,1,0
11612,17525,506,Paula Gill,08/09/1969,M,F,60000,0,0,Graduate Degree,Skilled Manual,1,0
11613,17526,498,Dominic Rodriguez,04/11/1952,S,M,20000,2,0,Partial College,Manual,0,1
11614,17527,666,Luke Yang,09/07/1953,S,M,10000,2,1,High School,Manual,1,2
11615,17528,705,Dwayne Rubio,21/06/1968,S,M,10000,2,2,High School,Manual,0,1
11616,17529,747,Tasha Chande,19/06/1968,M,F,20000,1,1,Partial College,Manual,0,0
11617,17530,672,Tara Chande,08/06/1968,S,F,20000,1,1,Partial College,Manual,1,1
11618,17531,576,Gavin Powell,15/09/1968,S,M,20000,1,1,Partial College,Manual,0,1
11619,17532,542,Jared Reed,06/11/1968,S,M,30000,1,0,Bachellors,Clerical,0,0
11620,17533,529,Tony Xie,06/12/1968,M,M,30000,1,0,Bachellors,Clerical,1,0
11621,17534,553,Clayton Sun,12/04/1965,S,M,60000,3,3,Bachellors,Professional,1,1
11622,17535,510,Sabrina Romero,05/06/1965,M,F,60000,3,3,Bachellors,Professional,0,2
11623,17536,632,Leslie Ferrier,10/01/1968,S,F,70000,0,0,Bachellors,Professional,1,1
11624,17537,425,Martha Guo,15/02/1964,M,F,60000,3,3,Bachellors,Professional,1,2
11625,17538,596,Christian Hayes,16/07/1926,S,M,50000,1,0,Bachellors,Professional,0,1
11626,17539,483,Jerome Sanz,19/05/1973,S,M,10000,0,0,Partial High School,Manual,0,2
11627,17540,650,Barbara Zhou,05/08/1973,S,F,10000,0,0,Partial High School,Manual,0,2
11628,17541,621,Leah Zhang,26/11/1974,M,F,30000,0,0,Partial College,Clerical,0,1
11629,17542,543,Isabella Perez,03/04/1974,S,F,30000,0,0,Partial College,Clerical,0,1
11630,17543,524,Martha Zhao,18/02/1974,S,F,30000,0,0,Partial College,Clerical,1,1
11631,17544,765,Roger Ye,10/09/1974,S,M,30000,0,0,Partial College,Clerical,0,1
11632,17545,687,Nicolas Shan,18/04/1974,S,M,30000,0,0,Partial College,Clerical,0,1
11633,17546,563,Micheal Ramos,17/09/1980,M,M,20000,0,0,Partial High School,Manual,1,2
11634,17547,435,Alisha Xu,26/08/1980,M,F,20000,0,0,Partial High School,Manual,1,2
11635,17548,529,April Shen,12/07/1980,S,F,20000,0,0,Partial High School,Manual,0,2
11636,17549,662,Krista Ortega,17/11/1980,S,F,20000,0,0,Partial High School,Manual,0,2
11637,17550,567,Lydia Subram,25/07/1974,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
11638,17551,616,Wayne Andersen,19/12/1972,S,M,10000,0,0,Partial High School,Manual,1,2
11639,17552,624,Warren Xu,12/12/1972,S,M,10000,0,0,Partial High School,Manual,1,2
11640,17553,676,Holly Subram,14/10/1972,S,F,20000,0,0,Partial High School,Manual,0,2
11641,17554,544,Sabrina Serrano,22/01/1973,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
11642,17555,437,Natalie Sanders,11/03/1973,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
11643,17556,674,Monique Serrano,12/07/1973,M,F,40000,1,1,Bachellors,Skilled Manual,1,1
11644,17557,696,Isabel Gonzales,20/06/1973,M,F,40000,1,1,Bachellors,Skilled Manual,1,1
11645,17558,497,Casey Alvarez,14/11/1973,M,M,40000,1,1,Bachellors,Skilled Manual,1,1
11646,17559,696,Dawn Stone,03/01/1972,S,F,20000,0,0,Partial High School,Manual,0,2
11647,17560,700,Billy Gutierrez,27/07/1972,M,M,30000,0,0,High School,Manual,0,1
11648,17561,622,Peggy Smith,06/04/1972,S,F,30000,0,0,High School,Manual,1,1
11649,17562,567,Carlos Kelly,15/10/1971,S,M,10000,0,0,Partial High School,Manual,0,2
11650,17563,681,Phillip Martinez,10/07/1972,M,M,40000,1,1,Bachellors,Skilled Manual,1,1
11651,17564,586,Dennis Cai,26/12/1972,S,M,40000,1,1,Partial College,Clerical,1,1
11652,17565,483,Alisha Deng,10/09/1972,S,F,40000,2,2,Partial College,Clerical,1,0
11653,17566,474,James Allen,14/09/1971,S,M,10000,0,0,Partial High School,Manual,0,2
11654,17567,491,Colin Sun,23/06/1971,S,M,20000,0,0,Partial High School,Manual,0,2
11655,17568,545,Ann Kapoor,23/12/1971,S,F,20000,0,0,Partial High School,Manual,0,2
11656,17569,542,Daisy Alonso,13/04/1970,M,F,40000,2,2,Partial College,Clerical,1,0
11657,17570,529,Dustin Jai,25/09/1971,M,M,40000,2,2,Partial College,Clerical,1,1
11658,17571,497,Jenna Turner,24/12/1971,S,F,40000,2,2,Partial College,Clerical,0,2
11659,17572,619,Anna Torres,12/10/1974,S,F,40000,3,3,Partial College,Clerical,0,1
11660,17573,583,Jeffery Ye,02/01/1974,M,M,40000,3,3,Partial College,Clerical,1,2
11661,17574,597,Tyrone Gill,09/04/1974,S,M,40000,3,3,Partial College,Clerical,1,2
11662,17575,671,Kayla Flores,19/05/1974,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0
11663,17576,446,Linda Gutierrez,04/09/1975,S,F,40000,3,3,Partial College,Clerical,0,2
